source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Investopedia'}",Naomi Buchanan,Can Nvidia Sustain Its AI-Fueled Surge as Stock Price Nears Record High?,"Nvidia shares gained again on Wednesday, nearing a record high, as the chipmaker continues to benefit from investor enthusiasm about the company's strong position during the AI boom.",https://www.investopedia.com/nvidia-stock-price-nears-record-high-ai-8675899,https://www.investopedia.com/thmb/sIDkhH2WCEYF9NYfa7jDkKcaAns=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-2018745950-364780d38026412e82b0d108384ca940.jpg,2024-07-10T17:59:53Z,"<ul><li>Nvidia stock rose again Wednesday, approaching the record high it set last month, as the chipmaker continues to benefit from investor enthusiasm about the company's strong position during the… [+3510 chars]"
"{'id': None, 'name': 'Investing.com'}",Investing.com,YieldMax™ Launches Short COIN Option Income Strategy ETF (FIAT),YieldMax™ Launches Short COIN Option Income Strategy ETF (FIAT),https://www.investing.com/news/press-releases/yieldmax-launches-short-coin-option-income-strategy-etf-fiat-93CH-3514289,https://i-invdn-com.investing.com/news/news_pile_69x52._800x533_L_1419494209.jpg,2024-07-10T16:40:04Z,"CHICAGO, MILWAUKEE and NEW YORK, July 10, 2024 (GLOBE NEWSWIRE) -- YieldMax announced the launch today of the following ETF:
<ul><li>YieldMax Short COIN Option Income Strategy ETF (NYSE Arca: FIAT)<… [+24386 chars]"
"{'id': None, 'name': 'Biztoc.com'}",tipranks.com,Needham Analyst Raises Price Target for AAPL,"While artificial intelligence may be the new buzzword in tech, Needham analyst Laura Martin believes that the tech giant has an opportunity in adve...",https://biztoc.com/x/38d2acde3ca43203,https://biztoc.com/cdn/799/og.png,2024-07-10T16:20:20Z,"While artificial intelligence may be the new buzzword in tech, Needham analyst Laura Martin believes that the tech giant has an opportunity in adve...
This story appeared on tipranks.com, 2024-07-10."
"{'id': None, 'name': 'Observer'}","Sissi Cao, Sissi Cao",Tech CEOs and Finance Moguls at Sun Valley 2024: So Far in Photos,"This year's Sun Valley guest list includes more than 20 tech CEOs, investors and Silicon Valley heavyweights.",https://observer.com/2024/07/sun-valley-2024-tech-finance-attendees/,https://observer.com/wp-content/uploads/sites/2/2024/07/GettyImages-2160820587.jpg?quality=80,2024-07-10T15:31:42Z,"Former Meta COO Sheryl Sandberg and her husband, Tom Bernthal, arrive at the Allen &amp; Company Sun Valley Conference on July 9, 2024. Kevork Djansezian/Getty Images
This year’s Allen &amp; Company… [+1506 chars]"
"{'id': None, 'name': 'Macdailynews.com'}",MacDailyNews,Needham ups Apple price target to $260 on strength of buybacks,"Needham analysts Martin and Medina are bullish on Apple (AAPL), raising their price target to $260 and reiterating a ""Buy"" rating…
The post Needham ups Apple price target to $260 on strength of buybacks appeared first on MacDailyNews.",https://macdailynews.com/2024/07/10/needham-ups-apple-price-target-to-260-on-strength-of-buybacks/,https://149359564.v2.pressablecdn.com/wp-content/uploads/2024/03/240312_apple_logo.png,2024-07-10T15:30:56Z,"Needham analysts Martin and Medina are bullish on Apple (AAPL), raising their price target to $260 and reiterating a “Buy” rating. They see Apple’s hefty $110 billion share buyback program as a strat… [+1395 chars]"
"{'id': None, 'name': 'Investopedia'}",Aaron McDade,TSMC Jumps on 40% Year-Over-Year Q2 Revenue Increase,Taiwan Semiconductor Manufacturing Company on Wednesday released sales figures for June that showed second-quarter revenue rose 40% from last year.,https://www.investopedia.com/tsmc-jumps-on-40-year-over-year-q2-revenue-increase-8675731,https://www.investopedia.com/thmb/LAQNHVwCw5OwK8-WKW5BYjpCeqA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-2147908697-03a050739046462a8ac61e048b5001b8.jpg,2024-07-10T14:54:25Z,<ul><li>Taiwan Semiconductor Manufacturing Company on Wednesday released sales figures for June that showed revenue rose 33% from a year earlier.</li><li>The June data completes the company's second-… [+2109 chars]
"{'id': None, 'name': 'Biztoc.com'}",247wallst.com,Apple’s Shares Finally Catch Up With The Market,"After a brutal sell-off early in the year, Apple’s (NASDAQ: AAPL) stock performance finally matches the S&P 500’s for 2024. Each is up approximately 17%. It is a victory for shareholders, many of whom must have worried that weak earnings, lack of an AI produc…",https://biztoc.com/x/ceb169241f0a3335,https://biztoc.com/cdn/ceb169241f0a3335_s.webp,2024-07-10T14:51:52Z,"After a brutal sell-off early in the year, Apples (NASDAQ: AAPL) stock performance finally matches the S&amp;P 500s for 2024. Each is up approximately 17%. It is a victory for shareholders, many of w… [+141 chars]"
"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,"Market Clubhouse Morning Memo - July 10th, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA)","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.
Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account pr…",https://biztoc.com/x/a13abd9c1740968f,https://biztoc.com/cdn/a13abd9c1740968f_s.webp,2024-07-10T14:51:47Z,"Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.Our proprietary formula, exclusive to Market Clubhouse, dictates thes… [+132 chars]"
"{'id': None, 'name': 'Macdailynews.com'}",MacDailyNews,Apple sees huge jump in Mac sales – IDC,"According to IDC, Apple's Mac shipments increased a whopping 20.8% in the second quarter of 2024 vs. Q223 as worldwide personal computer…
The post Apple sees huge jump in Mac sales – IDC appeared first on MacDailyNews.",https://macdailynews.com/2024/07/10/apple-sees-huge-jump-in-mac-sales-idc/,https://149359564.v2.pressablecdn.com/wp-content/uploads/2023/10/231031_m3_macbook_pro_top.png,2024-07-10T14:18:10Z,"Apple’s 14-inch M3 Pro MacBook Pro in Space Black
According to preliminary results from the International Data Corporation (IDC) Worldwide Quarterly Personal Computing Device Tracker, Apple’s Mac sh… [+2896 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Alexandra Canal,Stock market today: US stocks hold near records as Powell buoys rate-cut hopes,"Jerome Powell steps up for part 2 of his policy update to Congress, with investors on the alert for more clues to rate-cut prospects.",https://finance.yahoo.com/news/live/stock-market-today-us-stocks-hold-near-records-as-powell-buoys-rate-cut-hopes-133104537.html,https://s.yimg.com/ny/api/res/1.2/cSuKzfiOZLsOt7yLhuBZBg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2023-05/0bfc9de0-f8b4-11ed-bf4e-c69e02b11f47,2024-07-10T13:31:04Z,"US stocks held near all-time highs on Wednesday as Jerome Powell's remarks to the Senate buoyed rate-cut hopes, with the Federal Reserve chair set to return to Congress for another day of testimony.… [+3593 chars]"
"{'id': None, 'name': 'Biztoc.com'}",aol.com,Samsung debuts Galaxy Flip 6 and Fold 6 smartphones in generative AI push,"Samsung on Wednesday took the wraps off of its latest foldable smartphones during its Unpacked event in Paris, France. The Google (GOOG, GOOGL) Android-powered phones, the Galaxy Z Fold 6 and Galaxy Z Flip 6, are a key differentiator for Samsung in its long-r…",https://biztoc.com/x/419c5708dd2df9a6,https://biztoc.com/cdn/419c5708dd2df9a6_s.webp,2024-07-10T13:12:16Z,"Samsung on Wednesday took the wraps off of its latest foldable smartphones during its Unpacked event in Paris, France. The Google (GOOG, GOOGL) Android-powered phones, the Galaxy Z Fold 6 and Galaxy … [+128 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Daniel Howley,Samsung launches first Galaxy Ring wearable with AI-enabled health tracking,Samsung is entering into the smart ring market with its new Galaxy Ring.,https://finance.yahoo.com/news/samsung-launches-first-galaxy-ring-wearable-with-ai-enabled-health-tracking-130030572.html,https://s.yimg.com/ny/api/res/1.2/SVQN17CePFdJDK3FfVqXQQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05MDA-/https://s.yimg.com/os/creatr-uploaded-images/2024-07/39268890-3de0-11ef-ab5d-fd12d42344cb,2024-07-10T13:00:30Z,"Samsung is jumping into the smart ring race with the debut of its Galaxy Ring at its Galaxy Unpacked event in Paris, France, on Wednesday. Smart rings are a category of connected devices designed to … [+3780 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Daniel Howley,Samsung debuts Galaxy Flip 6 and Fold 6 smartphones in generative AI push,Samsung's latest foldable phones are getting big AI upgrades.,https://finance.yahoo.com/news/samsung-debuts-galaxy-flip-6-and-fold-6-smartphones-in-generative-ai-push-130010488.html,https://s.yimg.com/ny/api/res/1.2/NJ0ro8fcMFPDbzvrmZo_KQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05MDA-/https://s.yimg.com/os/creatr-uploaded-images/2024-07/09e62f10-3d6b-11ef-bde7-032061ab4c12,2024-07-10T13:00:10Z,"Samsung on Wednesday took the wraps off of its latest foldable smartphones during its Unpacked event in Paris, France. The Google (GOOG, GOOGL) Android-powered phones, the Galaxy Z Fold 6 and Galaxy … [+5331 chars]"
"{'id': None, 'name': 'Investing.com'}",Investing.com,"Apple stock target raised at Needham on ads business strength, buyback plan","Apple stock target raised at Needham on ads business strength, buyback plan",https://www.investing.com/news/stock-market-news/apple-stock-target-raised-at-needham-on-ads-business-strength-buyback-plan-3513655,https://i-invdn-com.investing.com/news/LYNXMPEA6L00R_L.jpg,2024-07-10T12:40:21Z,"Needham &amp; Company analysts increased their price target for Apple (NASDAQ:AAPL) to $260 from $220 in a note Wednesday, citing the company's hefty $110 billion share buyback plan and the potential… [+1039 chars]"
"{'id': None, 'name': 'Investopedia'}",Aaron McDade,"Microsoft, Apple Step Back From OpenAI Board Amid Antitrust Push","Microsoft has given up its non-voting board seat on OpenAI's board less than a year after taking it, while Apple has declined taking a similar role as its partnership with OpenAI grows, according to reports.",https://www.investopedia.com/microsoft-apple-step-back-from-openai-board-amid-antitrust-push-8675713,https://www.investopedia.com/thmb/r5qy-JRsq9VDgs1gbcGzet5nR9c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-1252639606-74d976e9b37e43b0b04eca26295ad4b4.jpg,2024-07-10T12:20:36Z,<ul><li>Microsoft reportedly has given up its non-voting board seat on OpenAI's board just eight months after taking it.</li><li>Apple reportedly will also opt out of taking a similar role observing … [+2749 chars]
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Needham & Company LLC Raises Apple (NASDAQ:AAPL) Price Target to $260.00,"Apple (NASDAQ:AAPL – Get Free Report) had its price objective hoisted by equities research analysts at Needham & Company LLC from $220.00 to $260.00 in a research note issued to investors on Wednesday, Benzinga reports. The firm presently has a “buy” rating o…",https://www.etfdailynews.com/2024/07/10/needham-company-llc-raises-apple-nasdaqaapl-price-target-to-260-00/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-10T12:18:44Z,Apple (NASDAQ:AAPL – Get Free Report) had its price objective hoisted by equities research analysts at Needham &amp; Company LLC from $220.00 to $260.00 in a research note issued to investors on Wedn… [+6437 chars]
"{'id': None, 'name': 'Investopedia'}",Terry Lane,5 Things to Know Before the Stock Market Opens,"Powell heads back to Capitol Hill, Microsoft and Apple give up OpenAI board observer seats, TSMC reports higher June revenue, and Samsung workers extend strike. Here's what investors need to know today.",https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-july-10-2024-8675719,https://www.investopedia.com/thmb/0WcDntZb4oQTLNi5qpS-LwGNg0A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-2160476843-68b32e1472d2448b8d8f2cd7366be082.jpg,2024-07-10T11:48:00Z,Federal Reserve Chair Jerome Powell returns to Capitol Hill for a second day of testimony; Microsoft (MSFT) and Apple (AAPL) will not take observer seats on the board of ChatGPT maker OpenAI; Taiwan … [+3556 chars]
"{'id': None, 'name': 'Biztoc.com'}",theglobeandmail.com,Microsoft ditches OpenAI board observer seat amid regulatory scrutiny,"Microsoft MSFT-Q has ditched the board observer seat at OpenAI that has drawn regulatory scrutiny on both sides of the Atlantic, saying it was not necessary after the AI start-up’s governance had improved significantly in the past eight months.
Apple AAPL-Q, …",https://biztoc.com/x/93cb9566b908ac98,https://biztoc.com/cdn/93cb9566b908ac98_s.webp,2024-07-10T11:31:53Z,"Microsoft MSFT-Q has ditched the board observer seat at OpenAI that has drawn regulatory scrutiny on both sides of the Atlantic, saying it was not necessary after the AI start-ups governance had impr… [+140 chars]"
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Should You Pick Corning Stock After 40% Gains This Year Amid AI Boost?,"Corning stock (NYSE: GLW) saw a 10% rise over the last five days, faring better than its peer — General Electric stock – up 2%. The rise in GLW stock this..",https://www.forbes.com/sites/greatspeculations/2024/07/10/should-you-pick-corning-stock-after-40-gains-this-year-amid-ai-boost/,https://imageio.forbes.com/specials-images/imageserve/61f0126db77f2c141a46d1ec/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-07-10T11:00:51Z,UKRAINE - 2021/10/09: In this photo illustration Corning Incorporated logo seen displayed on a ... [+] smartphone and in the background. (Photo Illustration by Igor Golovniov/SOPA Images/LightRocket … [+3546 chars]
"{'id': None, 'name': 'Yahoo Entertainment'}",Karen Friar,Stock market today: US futures hold near records as Powell buoys rate-cut hopes,"Jerome Powell steps up for part 2 of his policy update to Congress, with investors on the alert for more clues to rate-cut prospects.",https://finance.yahoo.com/news/live/stock-market-today-us-futures-hold-near-records-as-powell-buoys-rate-cut-hopes-105032646.html,https://s.yimg.com/ny/api/res/1.2/cSuKzfiOZLsOt7yLhuBZBg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2023-05/0bfc9de0-f8b4-11ed-bf4e-c69e02b11f47,2024-07-10T10:50:32Z,"US stocks held near all-time highs on Wednesday as Jerome Powell's remarks to the Senate buoyed rate-cut hopes, with the Federal Reserve chair set to return to Congress for another day of testimony.… [+3019 chars]"
"{'id': None, 'name': ""Investor's Business Daily""}",Investor's Business Daily,Chipmaker TSMC Beats June Sales Goal On AI Boost,Taiwan Semiconductor Manufacturing rose Wednesday.,https://www.investors.com/news/technology/tsm-stock-chipmaker-tsmc-beats-june-sales-goal/,https://www.investors.com/wp-content/uploads/2024/07/Stock-TSMC-frontdesk-03-company.jpg,2024-07-10T10:46:54Z,"Taiwan Semiconductor Manufacturing (TSM), the world's largest contract chipmaker, on Wednesday easily beat expectations for sales in the month of June. TSM stock rose on the news.
XNOW PLAYINGHow AI… [+2236 chars]"
"{'id': None, 'name': 'Investing.com'}",Investing.com,AI PCs are garnering interest; Apple the greatest share gainer,AI PCs are garnering interest; Apple the greatest share gainer,https://www.investing.com/news/stock-market-news/ai-pcs-are-garnering-interest-apple-the-greatest-share-gainer-432SI-3513314,https://i-invdn-com.investing.com/news/moved_LYNXMPEK460T8_L.jpg,2024-07-10T10:44:03Z,"According to Evercore ISI analysts, preliminary data from IDC shows a positive trend in the PC market with unit shipment growth accelerating in the second quarter (Jun-qtr) of 2024 to +3.0% year-over… [+1461 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Advisors Management Group Inc. ADV Buys 1,717 Shares of Apple Inc. (NASDAQ:AAPL)","Advisors Management Group Inc. ADV grew its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 4.1% during the first quarter, HoldingsChannel.com reports. The institutional investor owned 43,953 shares of the iPhone maker’s stock after acquiring an …",https://www.etfdailynews.com/2024/07/10/advisors-management-group-inc-adv-buys-1717-shares-of-apple-inc-nasdaqaapl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-10T10:24:42Z,"Advisors Management Group Inc. ADV grew its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 4.1% during the first quarter, HoldingsChannel.com reports. The institutional investor owned 4… [+7482 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Apple Inc. (NASDAQ:AAPL) is Brown Miller Wealth Management LLC’s 2nd Largest Position,"Brown Miller Wealth Management LLC lessened its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.6% during the first quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commission. The fund owned 111,47…",https://www.etfdailynews.com/2024/07/10/apple-inc-nasdaqaapl-is-brown-miller-wealth-management-llcs-2nd-largest-position/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-10T09:42:45Z,"Brown Miller Wealth Management LLC lessened its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.6% during the first quarter, according to the company in its most recent 13F filing with… [+7380 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Gibson Capital LLC Sells 100 Shares of Apple Inc. (NASDAQ:AAPL),"Gibson Capital LLC decreased its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.3% during the first quarter, HoldingsChannel reports. The fund owned 7,504 shares of the iPhone maker’s stock after selling 100 shares during the quarter. Apple…",https://www.etfdailynews.com/2024/07/10/gibson-capital-llc-sells-100-shares-of-apple-inc-nasdaqaapl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-10T09:42:45Z,"Gibson Capital LLC decreased its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.3% during the first quarter, HoldingsChannel reports. The fund owned 7,504 shares of the iPhone make… [+7254 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Apple Inc. (NASDAQ:AAPL) Shares Sold by Merrion Investment Management Co LLC,"Merrion Investment Management Co LLC lowered its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 2.1% during the first quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The firm owned 53,926 shares…",https://www.etfdailynews.com/2024/07/10/apple-inc-nasdaqaapl-shares-sold-by-merrion-investment-management-co-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-10T09:08:45Z,"Merrion Investment Management Co LLC lowered its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 2.1% during the first quarter, according to the company in its most recent disclosure with the Secu… [+7119 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Foguth Wealth Management LLC. Acquires New Position in Apple Inc. (NASDAQ:AAPL),"Foguth Wealth Management LLC. bought a new position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) during the 1st quarter, according to the company in its most recent filing with the SEC. The fund bought 7,449 shares of the iPhone maker’s stock, valued a…",https://www.etfdailynews.com/2024/07/10/foguth-wealth-management-llc-acquires-new-position-in-apple-inc-nasdaqaapl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-10T09:08:44Z,"Foguth Wealth Management LLC. bought a new position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) during the 1st quarter, according to the company in its most recent filing with the SEC. The fu… [+6756 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Apple Inc. (NASDAQ:AAPL) Holdings Lowered by Fox Hill Wealth Management,"Fox Hill Wealth Management lessened its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 16.0% during the 1st quarter, Holdings Channel reports. The institutional investor owned 39,161 shares of the iPhone maker’s stock after selling 7,437 shar…",https://www.etfdailynews.com/2024/07/10/apple-inc-nasdaqaapl-holdings-lowered-by-fox-hill-wealth-management/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-10T09:08:44Z,"Fox Hill Wealth Management lessened its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 16.0% during the 1st quarter, Holdings Channel reports. The institutional investor owned 39,161… [+7023 chars]"
