source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Microsoft Co. (NASDAQ:MSFT) Holdings Lowered by Transform Wealth LLC,"Transform Wealth LLC lowered its holdings in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.2% during the 1st quarter, according to the company in its most recent filing with the SEC. The fund owned 131,688 shares of the software giant’s stock after…",https://www.etfdailynews.com/2024/07/06/microsoft-co-nasdaqmsft-holdings-lowered-by-transform-wealth-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-07-06T10:26:41Z,"Transform Wealth LLC lowered its holdings in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.2% during the 1st quarter, according to the company in its most recent filing with the SEC. The f… [+6494 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Lockerman Financial Group Inc. Has $1.72 Million Position in Microsoft Co. (NASDAQ:MSFT),"Lockerman Financial Group Inc. grew its stake in Microsoft Co. (NASDAQ:MSFT – Free Report) by 12.8% during the 1st quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The firm owned 4,081 shares of the …",https://www.etfdailynews.com/2024/07/06/lockerman-financial-group-inc-has-1-72-million-position-in-microsoft-co-nasdaqmsft/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-07-06T09:54:43Z,"Lockerman Financial Group Inc. grew its stake in Microsoft Co. (NASDAQ:MSFT – Free Report) by 12.8% during the 1st quarter, according to the company in its most recent 13F filing with the Securities … [+6571 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Microsoft Co. (NASDAQ:MSFT) Shares Sold by Sunburst Financial Group LLC,"Sunburst Financial Group LLC decreased its position in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 3.4% during the 1st quarter, according to the company in its most recent disclosure with the SEC. The fund owned 8,727 shares of the software giant’s…",https://www.etfdailynews.com/2024/07/06/microsoft-co-nasdaqmsft-shares-sold-by-sunburst-financial-group-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-07-06T09:54:43Z,"Sunburst Financial Group LLC decreased its position in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 3.4% during the 1st quarter, according to the company in its most recent disclosure with … [+6732 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Edge Wealth Management LLC Lowers Position in Microsoft Co. (NASDAQ:MSFT),"Edge Wealth Management LLC reduced its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.3% in the 1st quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission (SEC). The firm owned 85,295 shares of …",https://www.etfdailynews.com/2024/07/06/edge-wealth-management-llc-lowers-position-in-microsoft-co-nasdaqmsft/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-07-06T09:22:42Z,"Edge Wealth Management LLC reduced its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.3% in the 1st quarter, according to the company in its most recent disclosure with the Securities and… [+6990 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Scharf Investments LLC Has $211.19 Million Stock Position in Microsoft Co. (NASDAQ:MSFT),"Scharf Investments LLC reduced its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 3.2% during the first quarter, according to its most recent 13F filing with the Securities & Exchange Commission. The fund owned 501,978 shares of the software giant’s…",https://www.etfdailynews.com/2024/07/06/scharf-investments-llc-has-211-19-million-stock-position-in-microsoft-co-nasdaqmsft/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-07-06T09:22:42Z,"Scharf Investments LLC reduced its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 3.2% during the first quarter, according to its most recent 13F filing with the Securities &amp; Exchange C… [+6814 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Microsoft Co. (NASDAQ:MSFT) is Bouvel Investment Partners LLC’s 3rd Largest Position,"Bouvel Investment Partners LLC cut its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.3% during the 1st quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional investor owned 19,414 sha…",https://www.etfdailynews.com/2024/07/06/microsoft-co-nasdaqmsft-is-bouvel-investment-partners-llcs-3rd-largest-position/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-07-06T09:22:41Z,"Bouvel Investment Partners LLC cut its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.3% during the 1st quarter, according to its most recent 13F filing with the Securities and Exchange C… [+6620 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Overbrook Management Corp Lowers Stock Position in Microsoft Co. (NASDAQ:MSFT),"Overbrook Management Corp reduced its stake in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 33.7% in the first quarter, according to its most recent filing with the Securities & Exchange Commission. The firm owned 80,549 shares of the software giant…",https://www.etfdailynews.com/2024/07/06/overbrook-management-corp-lowers-stock-position-in-microsoft-co-nasdaqmsft/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-07-06T09:22:41Z,"Overbrook Management Corp reduced its stake in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 33.7% in the first quarter, according to its most recent filing with the Securities &amp; Exchang… [+6711 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Congress Park Capital LLC Sells 2,711 Shares of Microsoft Co. (NASDAQ:MSFT)","Congress Park Capital LLC cut its holdings in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 11.5% in the 1st quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The firm owned 20,958 shares of …",https://www.etfdailynews.com/2024/07/06/congress-park-capital-llc-sells-2711-shares-of-microsoft-co-nasdaqmsft/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-07-06T08:38:56Z,"Congress Park Capital LLC cut its holdings in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 11.5% in the 1st quarter, according to the company in its most recent disclosure with the Securiti… [+6485 chars]"
"{'id': None, 'name': 'Motley Fool Australia'}",James Mickleboro,Buy and hold these ASX ETFs for 10 years+,"Looking for long term investment options? Here are three to consider buying.
The post Buy and hold these ASX ETFs for 10 years+ appeared first on The Motley Fool Australia.",https://www.fool.com.au/2024/07/06/buy-and-hold-these-asx-etfs-for-10-years-4/,https://www.fool.com.au/wp-content/uploads/2022/03/clock-ticking-16_9-1200x675.jpg,2024-07-05T23:00:00Z,"I believe buy and hold investing is one of the best ways to grow your wealth.
This is because it allows you to leverage the power of compounding over time.
But don't worry if you're not a fan of st… [+2405 chars]"
"{'id': None, 'name': 'Benzinga'}",Upwallstreet,"Intel And AMD Are Going For A Bigger Role In The AI Era, But At A Gradual Pace","Nvidia Corporation (NASDAQ: NVDA) undoubtedly had an early lead in the AI chip race, but its rivals are doing their best to challenge its dominance.",https://www.benzinga.com/24/07/39651154/intel-and-amd-are-going-for-a-bigger-role-in-the-ai-era-but-at-a-gradual-pace,https://cdn.benzinga.com/files/workers-using-ai-computing-simulation.jpg?width=1200&height=800&fit=crop,2024-07-05T20:51:44Z,"Nvidia Corporation NVDA undoubtedly had an early lead in the AI chip race, but its rivals are doing their best to challenge its dominance. After more than one failed attempt to discreetly enter the G… [+3314 chars]"
"{'id': None, 'name': 'Macdailynews.com'}",MacDailyNews,Apple shares hit new all-time intraday and closing highs,"In Nasdaq trading today, shares of Apple Inc. rose to hit new all-time intraday and closing highs. Apple’s all-time intraday high was set on…
The post Apple shares hit new all-time intraday and closing highs appeared first on MacDailyNews.",https://macdailynews.com/2024/07/05/apple-shares-hit-new-all-time-intraday-and-closing-highs-82/,https://149359564.v2.pressablecdn.com/wp-content/uploads/2022/03/220328_logo.png,2024-07-05T20:30:20Z,"In Nasdaq trading today, shares of Apple Inc. (AAPL) rose $4.79, or 2.16%, to $226.34, a new all-time closing high. Today’s intraday high was $226.45, also an all-time high for Apple stock.
Apples 5… [+1500 chars]"
"{'id': None, 'name': ""Investor's Business Daily""}",Investor's Business Daily,Is Google Stock A Buy Or Sell As Shares In Internet Giant Hit All-Time High?,Google stock has climbed 35% in 2024. Shares hit an all-time high on July 5. Earnings are due in late July.,https://www.investors.com/news/technology/google-stock-buy-now-alphabet/,https://www.investors.com/wp-content/uploads/2016/08/stock-Google-4-company.jpg,2024-07-05T20:11:16Z,Google parent Alphabet (GOOGL) reports second quarter earnings in late July but investors will have to wait to hear from Google's new chief financial officer. Google stock has climbed 36% in 2024 as … [+7357 chars]
"{'id': None, 'name': 'Forbes'}","Sean Hanlon, Contributor, 
 Sean Hanlon, Contributor
 https://www.forbes.com/sites/seanhanlon/",2024 Mid-Year Update,"Mid-Year Update, Inflation, AI",https://www.forbes.com/sites/seanhanlon-1/2024/07/05/2024-mid-year-update/,https://imageio.forbes.com/specials-images/imageserve/668850166ba6ae3fd97a330f/0x0.png?format=png&height=900&width=1600&fit=bounds,2024-07-05T20:11:02Z,"2024 Mid-Year Update
Hanlon Investment Management
When we penned our Annual Outlook, we noted that markets were beginning to return to a semblance of normalcy as the effects of pandemic-era rate cu… [+18532 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Upwallstreet,"Intel And AMD Are Going For A Bigger Role In The AI Era, But At A Gradual Pace","Nvidia Corporation (NASDAQ: NVDA) undoubtedly had an early lead in the AI chip race, but its rivals are doing their best to challenge its dominance. After...",https://finance.yahoo.com/news/intel-amd-going-bigger-role-185144386.html,https://media.zenfs.com/en/Benzinga/ab53578d7d23580197c6496cffe351bb,2024-07-05T18:51:44Z,"Intel And AMD Are Going For A Bigger Role In The AI Era, But At A Gradual Pace
Nvidia Corporation (NASDAQ: NVDA) undoubtedly had an early lead in the AI chip race, but its rivals are doing their bes… [+3888 chars]"
"{'id': None, 'name': 'CNBC'}",,3 ways artificial intelligence could drive Microsoft stock past its record highs in 2024,Shares of the tech giant surged to an all-time high Friday.,https://www.cnbc.com/2024/07/05/3-ways-ai-could-drive-microsoft-stock-past-its-record-highs-in-2024.html,https://image.cnbcfm.com/api/v1/image/107418111-1716323619455-gettyimages-2153481470-AFP_34TF6ZQ.jpeg?v=1716323693&w=1920&h=1080,2024-07-05T17:40:08Z,"Microsoft kicked off the second half of 2024 with a bang, with shares hitting new closing highs on Monday and Tuesday, and an intraday high Friday. Better still: They have plenty more room to run. In… [+4852 chars]"
"{'id': None, 'name': 'Askubuntu.com'}",A.jha,Can't connect to bluetooth ubuntu 22.04,"I recently installed ubuntu 22.04 LTS and my earphone will not connect. bluetooth is working as it can show my devices but it will not connect.
I have tried reinstalling the bluez package and also tried restarting the bluetooth service multiple time
my blueto…",https://askubuntu.com/questions/1519657/cant-connect-to-bluetooth-ubuntu-22-04,https://cdn.sstatic.net/Sites/askubuntu/Img/apple-touch-icon@2.png?v=c492c9229955,2024-07-05T16:03:42Z,"I recently installed ubuntu 22.04 LTS and my earphone will not connect. bluetooth is working as it can show my devices but it will not connect.
I have tried reinstalling the bluez package and also t… [+4114 chars]"
"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,"Market Clubhouse Morning Memo - July 5th, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA)","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.
Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account pr…",https://biztoc.com/x/2dd260dfb3c777c3,https://biztoc.com/cdn/2dd260dfb3c777c3_s.webp,2024-07-05T14:32:42Z,"Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.Our proprietary formula, exclusive to Market Clubhouse, dictates thes… [+132 chars]"
"{'id': None, 'name': 'Investopedia'}",Andrew Kessel,EU Reportedly Set To Warn X for Failing To Combat Dangerous Content,"The European Union is expected to level a formal warning against X, the Elon Musk-owned social media network formerly known as Twitter, for failing to combat dangerous content.",https://www.investopedia.com/eu-reportedly-set-to-warn-x-for-failing-to-combat-dangerous-content-8674057,https://www.investopedia.com/thmb/1chq-VTJV59SfztMkBh8wFcZLKo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-2159901173-1b8c82c1e92c49ac8b792dccf1ed17b7.jpg,2024-07-05T14:16:38Z,"<ul><li>X is expected to receive a warning from the European Commission for potentially violating the Digital Services Act, according to a Bloomberg report.</li><li>The DSA obligates online platforms… [+1712 chars]"
"{'id': None, 'name': ""Investor's Business Daily""}",Investor's Business Daily,"Is MSFT Stock A Buy Now? What The Fundamentals, Technical Action, Fund Ownership Metrics Say About Microsoft Stock","In the third quarter of 2023, 9,922 mutual funds held MSFT stock.",https://www.investors.com/research/microsoft-msft-stock-buy-now/,https://www.investors.com/wp-content/uploads/2023/02/Stock-microsoft-ceosatya-04-company.jpg,2024-07-05T13:47:07Z,"Microsoft (MSFT) truly stands out within the pantheon of the greatest stock market winners in U.S. history. Not long after its IPO in March 1986, MSFT stock became a big winner on an initial breakout… [+8775 chars]"
"{'id': None, 'name': 'Forbes'}","Michael Foster, Contributor, 
 Michael Foster, Contributor
 https://www.forbes.com/sites/michaelfoster/",The Big Economic Shift (And 8% Dividends) No One Is Talking About,"While the business press almost always leads with fear when it comes to the economy, the real numbers tell us something else entirely.",https://www.forbes.com/sites/michaelfoster/2024/07/05/the-big-economic-shift-and-8-dividends-no-one-is-talking-about/,https://imageio.forbes.com/specials-images/imageserve/668449e1ebe87b359ec6f7c5/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-07-05T13:15:00Z,"LOS ANGELES, CALIFORNIA - JUNE 02: A 'Now Hiring' sign is displayed outside a resale clothing shop ... [+] on June 2, 2023 in Los Angeles, California. Todays U.S. labor report shows that employers ad… [+5109 chars]"
"{'id': None, 'name': ""Investor's Business Daily""}",Investor's Business Daily,Dow Jones Futures Rise On Jobs Report; Tesla Continues To Rally,"Tesla continues to rally Friday, looking to make it eight straight up days.",https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-jobs-report-tesla-stock-tsla/,https://www.investors.com/wp-content/uploads/2017/03/stock-wallstreet-031317-shutter.jpg,2024-07-05T13:02:37Z,"Dow Jones futures turned higher, while other major stock indexes extended gains as Wall Street reacted to a jobs report from the Labor Department Friday. Showing more strength was electric-vehicle gi… [+5806 chars]"
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Will GSK Stock Rebound To Its 2022 Highs Of $47?,"GSK plc stock (NYSE: GSK) trades at $38 per share, about 20% below its peak level of over $47 seen in April 2022.",https://www.forbes.com/sites/greatspeculations/2024/07/05/will-gsk-stock-rebound-to-its-2022-highs-of-47/,https://imageio.forbes.com/specials-images/imageserve/66878526001404a6361907fe/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-07-05T13:00:53Z,"A photograph taken on February 2, 2022 shows the logo of the British multinational pharmaceutical ... [+] company GlaxoSmithKline on top of its headquarters in London. (Photo by JUSTIN TALLIS / AFP) … [+5800 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Microsoft Co. (NASDAQ:MSFT) Shares Purchased by Cairn Investment Group Inc.,"Cairn Investment Group Inc. raised its position in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.2% in the first quarter, according to its most recent 13F filing with the Securities & Exchange Commission. The firm owned 3,173 shares of the software…",https://www.etfdailynews.com/2024/07/05/microsoft-co-nasdaqmsft-shares-purchased-by-cairn-investment-group-inc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-07-05T12:34:46Z,"Cairn Investment Group Inc. raised its position in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.2% in the first quarter, according to its most recent 13F filing with the Securities &amp; … [+6480 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Cardinal Capital Management Has $21.92 Million Stake in Microsoft Co. (NASDAQ:MSFT),"Cardinal Capital Management grew its stake in Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.8% in the first quarter, HoldingsChannel reports. The fund owned 52,093 shares of the software giant’s stock after acquiring an additional 942 shares during the perio…",https://www.etfdailynews.com/2024/07/05/cardinal-capital-management-has-21-92-million-stake-in-microsoft-co-nasdaqmsft/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-07-05T12:34:46Z,"Cardinal Capital Management grew its stake in Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.8% in the first quarter, HoldingsChannel reports. The fund owned 52,093 shares of the software giant’s sto… [+6348 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Janiczek Wealth Management LLC Increases Stock Holdings in Microsoft Co. (NASDAQ:MSFT),"Janiczek Wealth Management LLC increased its holdings in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 5.7% during the 1st quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The fund own…",https://www.etfdailynews.com/2024/07/05/janiczek-wealth-management-llc-increases-stock-holdings-in-microsoft-co-nasdaqmsft/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-07-05T12:34:46Z,"Janiczek Wealth Management LLC increased its holdings in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 5.7% during the 1st quarter, according to the company in its most recent 13F filing wit… [+6825 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Microsoft Co. (NASDAQ:MSFT) Stock Position Increased by Sandbox Financial Partners LLC,"Sandbox Financial Partners LLC raised its position in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 5.5% during the 1st quarter, Holdings Channel reports. The firm owned 37,305 shares of the software giant’s stock after buying an additional 1,952 sha…",https://www.etfdailynews.com/2024/07/05/microsoft-co-nasdaqmsft-stock-position-increased-by-sandbox-financial-partners-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-07-05T12:34:46Z,"Sandbox Financial Partners LLC raised its position in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 5.5% during the 1st quarter, Holdings Channel reports. The firm owned 37,305 shares of the… [+6667 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Microsoft Co. (NASDAQ:MSFT) is Agate Pass Investment Management LLC’s 3rd Largest Position,"Agate Pass Investment Management LLC decreased its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.2% in the first quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The fund owned 22,783 shares of t…",https://www.etfdailynews.com/2024/07/05/microsoft-co-nasdaqmsft-is-agate-pass-investment-management-llcs-3rd-largest-position/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-07-05T12:34:45Z,"Agate Pass Investment Management LLC decreased its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.2% in the first quarter, according to its most recent 13F filing with the Securities and … [+7086 chars]"
